Komentar,Sentimen
"['umkm', 'selamat', 'global', 'jokowipresidenku', 'pembangunanuntukrakyat', 'presidenjokowihebat', 'jokowimembangunnegeri', 'jokowimajubersamaindonesia', 'jokowibapakinfrastruktur']",Positif
"['perintah', 'selamat', 'global', 'jokowipresidenku', 'pembangunanuntukrakyat', 'presidenjokowihebat', 'jokowimembangunnegeri', 'jokowimajubersamaindonesia', 'jokowibapakinfrastruktur']",Positif
"['perhati', 'serius', 'perintah', 'umkm', 'selamat', 'global', 'jokowipresidenku', 'pembangunanuntukrakyat', 'presidenjokowihebat', 'jokowimembangunnegeri', 'jokowimajubersamaindonesia', 'jokowibapakinfrastruktur']",Negatif
"['iya', 'milik', 'otak', 'orisinal', 'pakai', 'pikir', 'pusing', 'pikir', 'nasib', 'rakyat', 'ambang', 'dunia']",Positif
"['gubernur', 'jawa', 'barat', 'puji', 'kerja', 'menteri', 'koordinator', 'bidang', 'ekonomi', 'gubernur', 'jabar', 'airlangga', 'hasil', 'lolos', 'ancam', 'rekan', 'juara']",Negatif
"['jokowi', 'selamat', 'global', 'jokowipresidenku', 'pembangunanuntukrakyat', 'presidenjokowihebat', 'jokowimembangunnegeri', 'jokowimajubersamaindonesia', 'jokowibapakinfrastruktur']",Positif
"['peran', 'kadin', 'butuh', 'kurang', 'dampak', 'global', 'landa', 'depan', 'arsrapimnaskadin', 'nindonesia', 'maju', 'nindonesia', 'emas']",Positif
"['kepala', 'negara', 'dunia', 'pusing', 'hadap', 'global', 'jokowi']",Positif
"['presiden', 'jokowi', 'negara', 'tumbuh', 'jokowi']",Positif
"['asbun', 'hebat', 'maju', 'lain', 'susah', 'ancam', 'dapat', 'negara', 'minim', 'blablabla']",Positif
"['jaga', 'stabil', 'daya', 'beli', 'masyarakat', 'tahan', 'global', 'prediksi', 'resesiekonomi', 'indonesiakuat', 'indonesiahebat']",Positif
"['sulit', 'negara', 'masuk', 'global', 'jokowi', 'diorglobalambassadorsehun', 'resesiglobal', 'ekonomiglobal']",Positif
"['negara', 'aman', 'strategi', 'tumbuh', 'jokowi']",Positif
"['titik', 'terang', 'dunia', 'tumbuh', 'hasil', 'capai', 'ancam', 'global', 'indonesiamendunia', 'menujuindonesiamaju']",Positif
"['presiden', 'jokowi', 'sri', 'mulyani', 'mahfud', 'airlangga', 'negeri', 'global']",Positif
"['hadap', 'global', 'semangat', 'gotong', 'royong', 'uji', 'navigasi', 'krisis']",Positif
"['perhati', 'serius', 'perintah', 'umkm', 'selamat', 'xae', 'strategihadapikrisis', 'strategihadapikrisis']",Positif
"['dampak', 'covid', 'panjang', 'tambah', 'perang', 'rusia', 'ukraina', 'dunia', 'masuk', 'presiden', 'menteri', 'uang', 'dll', 'gelap', 'aman']",Positif
"['tumbuh', 'bekal', 'perintah', 'atas', 'global', 'strategihadapikrisis']",Positif
"['gua', 'prince', 'emang', 'tipe', 'ambisius', 'gerak', 'bibir', 'masalah', 'teror', 'masyarakat', 'dunia']",Positif
"['nyimak', 'retweetnya', 'taon', 'inshaaallah', 'nharum', 'man']",Positif
"['maruf', 'amin', 'tanah', 'papua', 'majemuk', 'daerah', 'toleran', 'strategihadapikrisis', 'anti']",Positif
"['tumbuh', 'bekal', 'hadap', 'global', 'strategihadapikrisis', 'indonesiaantiresesi']",Positif
"['tumbuh', 'republik', 'tumbuh', 'bekal', 'perintah', 'atas', 'global', 'strategihadapikrisis', 'mariberinvestadidiindonesia']",Positif
"['strategihadapikrisis', 'perhati', 'serius', 'perintah', 'umkm', 'ndisebut', 'selamat', 'strategihadapikrisis']",Positif
"['fikir', 'rakyat', 'reuni', 'doang', 'ngmna', 'pikir', 'reuni', 'jadi', 'acu', 'tidak']",Positif
"['tulis', 'hari', 'probabilitas', 'relatif', 'tumbuh', 'lambat']",Positif
"['waalaykumsalam', 'lek', 'nmau', 'inflasi', 'tim', 'jago', 'pildun', 'pulang', 'duluan', 'take', 'easy', 'man', 'contoh', 'content', 'creator', 'lek']",Positif
"['headline', 'mancing', 'ekonomi', 'ciprat', 'dunia', 'umkm', 'kuat', 'belanja']",Negatif
"['waspada', 'tips', 'kelola', 'portofolio', 'investasi']",Positif
"['isu', 'jokes', 'doang', 'iya', 'coba', 'liat', 'ticket', 'konser', 'harga', 'juta', 'abis', 'dlm', 'menit', 'detik', 'mana', 'resesi']",Positif
"['pagi', 'ngomong', 'negara', 'aman', 'dunia', 'nsekarang', 'ningin', 'periode', 'kayak']",Positif
"['klau', 'sbg', 'nggak', 'pusing', 'koq', 'rkyt', 'ngomongnya', 'skrg', 'sulit', 'susah', 'acara', 'reuni', 'nggak', 'kala', 'klau', 'reuni']",Positif
"['syukur', 'doa', 'amin']",Positif
"['kepala', 'negara', 'pusing', 'pikir', 'tahan', 'dll', 'paham', 'pusing']",Positif
"['siap', 'hadap', 'xbb', 'vccfootballofc', 'vccfootballcryptobet', 'vccfootballworldcup', 'vccfootballqatar', 'cuan', 'olahraga', 'bola', 'investment', 'penghasilantambahan']",Positif
"['umkm', 'selamat', 'perhati', 'serius', 'perintah', 'umkm']",Positif
"['negara', 'alami', 'tahan']",Positif
['kenal'],Positif
"['presiden', 'jokowi', 'optimistis', 'hadap', 'tempovideo']",Positif
"['nyata', 'salah', 'atas', 'krisis', 'pangan', 'ide', 'olly', 'dondokambey', 'kebun']",Positif
"['ramal', 'jokowi', 'optimis']",Positif
"['otak', 'loe', 'cuci', 'cerdas', 'nkenapa', 'kena', 'nkrn', 'presiden', 'jkw', 'njelas', 'kerja', 'rakyat', 'hasil', 'negeri', 'bebas', 'krisis', 'nkalau', 'presiden', 'loe', 'nmengelola', 'otak', 'loe', 'ngga', 'sanggup']",Positif
"['komitmen', 'bank', 'bri', 'jaga', 'sektor', 'umkm', 'dorong', 'pulih', 'tumbuh', 'ekonomi', 'lolos', 'jurang', 'kinerjabriq']",Positif
"['untung', 'sektor', 'umkm', 'daya', 'aman', 'ekonomi', 'tingkat', 'halau', 'ramal', 'hantu', 'kinerjabriq']",Positif
"['dampak', 'sesuai', 'harga', 'bbm']",Positif
"['asean', 'sri', 'mulyani', 'potensi']",Positif
"['harap', 'selamat', 'cnn', 'opsiin', 'omkamidi']",Negatif 
"['awan', 'hitam', 'limut', 'dikatan', 'rezim', 'wdyt']",Positif
"['sektor', 'umkm', 'lindung', 'hadap', 'tekan', 'fyi', 'serap', 'tenaga', 'kerja', 'umkm', 'khususny', 'sektor', 'mikro', 'kinerjabriq']",Negatif 
"['jokowi', 'salah', 'fokus', 'apbn', 'bangun', 'ikn', 'nusantara', 'jokowi', 'ikn', 'nusantara', 'apbn', 'fokus', 'anggar', 'nasional', 'prmn', 'pikiranrakyat', 'prmnsahabatumkm', 'pikiranrakyatmedianetwork', 'potensilokalgonasional']",Positif
"['prabowo', 'rakyat', 'dekade', 'mendingprabowo', 'pilpres', 'terusmajubersamaprabowo']",Negatif
"['anggar', 'tahan', 'pangan', 'apbn', 'amat', 'lapar']",Positif
"['naik', 'harga', 'bbm', 'selamat', 'ancam', 'global']",Positif
"['alami', 'atas', 'beliau', 'arsjadrasjid']",Negatif
"['gelar', 'expo', 'star', 'smeshub', 'solusi', 'umkm', 'hadap', 'umkm', 'desember', 'jumatberkah']",Positif
"['masuk', 'zona', 'sandiagauno', 'sandiuno', 'kemenparekraf', 'twitter', 'trending', 'fyp', 'breakingnews', 'jumat', 'jumatberkah', 'jumamubarak', 'desember', 'spotifywrapped', 'mandiri', 'still', 'life', 'indonesiamendunia']",Positif
"['lancar', 'pasok', 'logistik', 'negeri', 'akibat', 'bangun', 'infrastruktur', 'masif', 'benteng', 'perekenomian', 'inflasi', 'redam', 'kacau', 'pasar', 'lintas', 'dagang', 'lancar', 'relatif', 'kuat', 'banding', 'negara']",Negatif
"['iya', 'kepala', 'negara', 'pusing', 'dunia', 'landa', 'rakyat', 'musing', 'mikir', 'presiden', 'mecla', 'mecle']",Positif
"['dhuafa', 'gunung', 'hutang']",Positif
"['moga', 'dampak', 'global']",Positif
"['sebab', 'kuat', 'badai']",Negatif
"['harap', 'selamat']",Positif
"['dunia', 'takut', 'waspada', 'satu', 'industri', 'kuat', 'sektor', 'tekstil', 'produk', 'tekstil', 'jaga', 'sandang', 'maju', 'vice', 'ceo', 'pan', 'brothers', 'tbk', 'anne', 'patricia', 'sutanto', 'kompas', 'ceo', 'forum']",Negatif
"['eropa', 'kena', 'inflasi', 'njd', 'mangkin', 'gila', 'tingkah', 'orang', 'salah', 'trdampak', 'songong', 'sndiri', 'kasih', 'sanksi', 'rusia', 'mental', 'nbrsyukur', 'pny', 'jokowi', 'nkita', 'trlalu', 'kena', 'dampak']",Positif
"['perhati', 'serius', 'perintah', 'umkm', 'selamat']",Positif
"['gelar', 'expo', 'star', 'smeshub', 'solusi', 'umkm', 'hadap', 'nselengkapnya']",Positif
"['dampak', 'global', 'industri', 'properti']",Positif
"['semangaat', 'nperkembangan', 'ndinamika', 'global', 'nsemoga', 'tumbuh', 'thn', 'thn', 'njika', 'tumbuh', 'positif', 'tingkat', 'kendali', 'inflasi', 'nthn', 'smg', 'inflasi']",Positif
"['hadap', 'tantang', 'tahun', 'nlogam', 'nikel', 'bangsa', 'ndiresmikan', 'mata', 'uang', 'perintah', 'uni', 'nusantara', 'nyang', 'tara', 'pajak', 'dagang', 'ekspor', 'nsehingga', 'uang', 'logam', 'nikel', 'tara', 'nilai', 'mata', 'uang', 'rupiah', 'negara']",Positif
"['presiden', 'joko', 'widodo', 'jokowi', 'gubernur', 'bupati', 'wali', 'kota', 'perhati', 'gera', 'inflasi', 'koranjakarta', 'jokowidodo', 'domestik', 'global', 'inflasi', 'fiskal', 'moneter', 'krisis', 'infoterkini', 'news', 'update']",Positif
"['peran', 'perintah', 'jaga', 'stabilitas', 'ekonomi', 'hadap', 'tantang', 'sendiri']",Positif
"['hadap', 'ancam', 'global', 'ndiakibatkan', 'tingkat', 'harga', 'komoditas', 'pangan', 'energi', 'dampak', 'perang', 'nrusia', 'ukraina', 'pasca', 'pandemi', 'covid']",Positif
"['subsidi', 'bbm', 'berat', 'budget', 'perintah', 'tingkat', 'sulit', 'perintah', 'neks', 'ketua', 'dewan', 'komisioner', 'ojk', 'muliaman', 'darmansyah', 'hadad', 'nilai', 'bhwa', 'naik', 'harga', 'bbm', 'sbg', 'langkah', 'selamat', 'ancam']",Positif
"['versi', 'rezim', 'rakyat', 'lihat', 'sejati', 'rezim', 'bohong', 'delusi', 'juta', 'orang', 'korban', 'phk', 'khawatir', 'rakyat', 'lapar', 'moga', 'langit', 'hitam', 'limut']",Positif
"['amerika', 'wall', 'street', 'anjlok']",Positif
"['masuk', 'akal', 'dampak', 'xae', 'xae', 'xae', 'bukti', 'uang', 'tambang', 'ilegal', 'milyaran', 'bulan', 'goreng', 'kelompok', 'negara', 'adikuasa', 'otak', 'jalan', 'roda', 'negara', 'cerdas', 'rakyat', 'bahagia']",Negatif
"['perhati', 'serius', 'perintah', 'umkm', 'selamat', 'iknbawankribangkit', 'iknuntukpemerataanekonomi']",Negatif
"['perhati', 'serius', 'perintah', 'umkm', 'selamat', 'airlangga', 'doring', 'standardisasi', 'produk', 'umkm', 'iknbawankribangkit', 'iknuntukpemerataanekonomi']",Negatif
"['kayak', 'beneran', 'dah']",Positif
"['badai', 'hantam', 'global', 'nasib']",Negatif
"['potensi', 'negara', 'pensuplay', 'npangan', 'buka', 'lebar', 'perintah', 'serius', 'dukung', 'bijak', 'makro', 'mikro', 'peluang', 'cepat', 'laju', 'peertumbuhan', 'nasional', 'lanyalla', 'krisis']",Positif
"['kondisi', 'ancam', 'tantang', 'kait', 'tantang', 'lnm', 'bentuk', 'kuat', 'komoditas', 'pangan', 'masuk', 'amerika', 'erofa', 'tinggi', 'pangan', 'npeluang', 'lanyalla', 'krisis']",Positif
[],Negatif
"['lucu', 'startup', 'ambruk', 'takut', 'fakta', 'startup', 'ganti', 'tumbang']",Negatif
"['faktor', 'pesimis', 'orang', 'duit', 'aksi', 'tahan', 'duit', 'makan', 'issue', 'horor', 'horor', 'tidaka', 'putar', 'akibat', 'nahan', 'duut']",Negatif
"['prediksi', 'global', 'hilir', 'dukung', 'investasi', 'negeri', 'kunci', 'tahan']",Positif
"['erma', 'optimistis', 'kuat', 'umkm', 'selamat', 'askara', 'kuat', 'daya', 'usaha', 'mikro', 'tengah', 'umkm', 'selamat', 'ekonomi', 'khawatir', 'terpa', 'ndemikian']",Positif
"['wow', 'nbanyak', 'nkecil', 'dah', 'pintar', 'cari', 'duit', 'nartinya', 'nindonesia', 'aman', 'ndari', 'dunia', 'nindonesia', 'kyk', 'inggris', 'lapar', 'nmaka', 'jarang', 'bunuh', 'nindonesia', 'kereenn', 'nbisa', 'dikau', 'nbikin', 'nhah', 'hah', 'hah']",Negatif
"['gpp', 'packk', 'anies', 'calon', 'sekjen', 'pbb', 'ntar', 'allah', 'selamat', 'anies']",Positif
"['hadap', 'kondisi', 'sulit', 'teng', 'isu', 'dipredisikan', 'kantor', 'wakil', 'bank', 'provinsi', 'jawa', 'optimis', 'ekonomi', 'jawa', 'tumbuh', 'yoy']",Positif
"['peluang', 'investasi', 'buka', 'tantang']",Negatif
"['dear', 'risingwoman', 'nternyata', 'biang', 'kerok', 'ambruk', 'global']",Negatif
"['ekspansi', 'dilakukna', 'segar', 'mala', 'tbk', 'buah', 'situasi', 'inflasi', 'gerus', 'daya', 'beli', 'masyarakat', 'ancam', 'global', 'nselengkapnya']",Negatif
"['pantau', 'aman', 'global', 'ancam']",Positif
"['global', 'takut', 'indonesiatanparesesi', 'ekonomiindonesia']",Negatif
"['hadap', 'indonesiatanparesesi', 'ekonomiindonesia']",Negatif
"['sulsel', 'pengaruh', 'bayang', 'bayang', 'nbaca', 'lengkap', 'media', 'online', 'news', 'breakingnews', 'sulsel', 'bayangbayang']",Positif
"['ketidakpastian', 'ancam', 'global', 'nasib', 'sektor', 'konstruksi']",Positif
"['rencana', 'hadapai', 'global']",Positif
"['global', 'takut']",Positif
"['hadap', 'ancam', 'global', 'takut']",Positif
"['ancam', 'global', 'takut', 'hadap']",Positif
"['bps', 'nilai', 'inddikator', 'makroekonomi', 'cenderung', 'baik', 'ancam']",Positif
"['populer', 'potensi', 'ancam', 'global', 'atensi', 'operator', 'seluler', 'jurus', 'tangkis']",Positif
"['moga', 'apbn', 'jaga', 'topang', 'dampak', 'ancam', 'global']",Positif
"['bank', 'kencang', 'sabuk', 'kam', 'hadap', 'ancam']",Positif
"['segar', 'mala', 'tbk', 'emiten', 'importir', 'buah', 'sayur', 'optimistis', 'isu', 'ancam', 'persero', 'target', 'naik', 'dapat', 'persen', 'capai', 'kartal', 'emiten', 'kode']",Positif
"['joko', 'widodo', 'jokowi', 'negara', 'negara', 'tumbuh', 'kuartal', 'tiga']",Positif
"['ekonomi', 'harap', 'tahan', 'terpa', 'badai', 'global', 'tunjang', 'fundamental', 'kuat']",Positif
"['raya', 'ulang', 'indotelko', 'acara', 'diskusi', 'indotelko', 'forumbertema', 'strategi', 'industri', 'digital', 'hadap', 'global', 'indotelkoforum', 'indotelko', 'ict', 'hutindotelko']",Positif
"['pasti', 'waspada']",Positif
"['hadap', 'tantang', 'sandiaga', 'uno', 'desa', 'wisata', 'solusi', 'bangkit']",Positif
"['top', 'plus', 'vietnam', 'economy', 'growth', 'thailand', 'rendah', 'tumbuh', 'bawah', 'atas', 'singapura', 'alas', 'alami', 'duduk', 'tumbuh', 'rendah', 'asia', 'tenggara', 'thailand']",Positif
"['bayang', 'bayang', 'ancam', 'global', 'sektor', 'uang', 'hadap', 'ancam']",Positif
"['bukti', 'pasar', 'modal', 'tangguh', 'lawan', 'ketidakpastian', 'global', 'stockmarket', 'tradingnews', 'marketnews', 'newsupdate', 'investing', 'financenews', 'ihsg']",Positif
"['nilai', 'ekspor', 'jaga', 'tingkat', 'prinsip', 'hati', 'hati', 'turun', 'problem', 'tiongkok', 'policy', 'nol', 'covid', 'uni', 'eropa', 'imbas', 'lemah']",Positif
"['liat', 'kayak', 'jkwi', 'dah', 'ngeliat', 'bahaya', 'java', 'supremacy', 'nge', 'wanti', 'insha', 'allah', 'ntapi', 'badai', 'asa', 'daerah']",Positif
"['presiden', 'jokowi', 'menghimbau', 'keras', 'hadap', 'ancam', 'turut', 'wajib', 'jokowi', 'dampak', 'jokowi', 'bankindonesia', 'pemdadiy', 'qris', 'biaward']",Positif
"['ekspektasi', 'tumbuh', 'bye']",Positif
"['sah', 'the', 'fed', 'agresif', 'dunia']",Positif
"['ekonom', 'bahana', 'tahan']",Negatif
"['bener', 'kuat', 'ngehadapin', 'badai', 'stagflasi', 'faktor', 'indo', 'bargain', 'energy', 'commodity', 'masyarakat', 'konsumtif', 'tahan', 'pangan', 'wlopun', 'impor', 'tanah', 'subur']",Positif
"['jelang', 'pidato', 'powell', 'wall', 'street', 'bangkit']",Positif
"['ekonom', 'senior', 'ancam', 'global', 'takut', 'tempobisnis']",Positif
"['ngeri', 'elon', 'musk', 'kasih', 'warning', 'the', 'fed']",Positif
"['slah', 'menteri', 'sdah', 'aman', 'dri']",Positif
"['mah', 'kayak', 'aman', 'lewatin', 'gaji', 'langsung', 'belanja', 'putar', 'uang', 'jalan']",Positif
"['dpr', 'nilai', 'kuat', 'umkm', 'selamat']",Positif
"['reply', 'lucuu', 'wkwkkwkw', 'bukti', 'emg', 'tahan', 'krna', 'selera', 'humor', 'masyarakat', 'gin']",Positif
"['luhut', 'eropa', 'persen', 'gimana']",Positif
"['loonie', 'lampau', 'atur', 'prakira', 'npenurunan', 'harga', 'minyak', 'minta', 'aset', 'safe', 'haven', 'china', 'ekspektasi', 'dunia', 'tekan', 'loonie', 'usdcad', 'kuat', 'situasi', 'baik', 'mari']",Negatif
"['koq', 'subsidi', 'motor', 'listrik', 'hmm']",Negatif
"['buat', 'bursa', 'eropa', 'hijau']",Negatif
"['ganjar', 'ikut', 'arah', 'jokowi', 'pasti', 'layan', 'investasi', 'mudah', 'cepat', 'antipungli', 'ngubernur', 'jawa', 'optimistis', 'tatap', 'investasi', 'ancam', 'global']",Negatif
"['strategi', 'bank', 'hadap', 'risiko', 'resflasi']",Positif
"['mambangkitkan', 'moga', 'amiin', 'nmenangin', 'hadiah', 'juta', 'gabung', 'safurter', 'kuncicoin', 'seru', 'bola', 'dunia', 'jhopexmama', 'nganjukkotaangin', 'jung', 'hoseok', 'xec', 'xeb', 'xec', 'xeb', 'xeb', 'xeb', 'xac', 'xeb', 'xea', 'xec', 'xec', 'xeb', 'xbc', 'hobi']",Positif
"['tetangga', 'pening', 'seks', 'ancam']",Negatif
"['ancam', 'luhut', 'suka', 'eggak', 'suka', 'kena', 'dampak']",Positif
"['ramal', 'jokowi', 'ekspor', 'turun', 'eropa', 'tinggal', 'tunggu']",Positif
"['presiden', 'galau', 'mulu', 'bok', 'tunjuk', 'optimis', 'rakyat', 'ngubernur', 'optimis', 'nmau', 'lengser', 'galau', 'negra', 'perang', 'imbas', 'negara', 'galau', 'nindonesia', 'butuh', 'pimpin', 'galau', 'boss']",Positif
"['ancam', 'global', 'limut', 'gelap', 'proyeksi', 'bank', 'tumbuh', 'nselengkapnya']",Negatif
"['anggota', 'komisi', 'dpr', 'siti', 'mukaromah', 'nilai', 'kuat', 'daya', 'usaha', 'mikro', 'tengah', 'umkm', 'selamat', 'ekonomi', 'khawatir', 'ancam', 'nselengkapnya']",Positif
"['global', 'rintang', 'ramal', 'tumbuh', 'persen']",Positif
"['hati', 'sex', 'jebak', 'negara', 'kembang', 'ekonomi', 'luput', 'ancam', 'declining', 'populasi', 'tunda', 'nikah', 'anak', 'faktor', 'tinggi', 'biaya', 'hidup', 'faktor', 'gaya', 'hidup']",Positif
"['video', 'badai', 'bisnis', 'sektor', 'risiko']",Positif
"['jepang', 'korsel', 'seks', 'ancam', 'thailand']",Positif
"['video', 'badai', 'bisnis', 'sektor', 'risiko', 'cnbc']",Positif
"['potensi', 'ancam', 'global', 'atensi', 'operator', 'seluler', 'jurus', 'tangkis']",Positif
"['hadir', 'digital', 'economy', 'conference', 'selenggara', 'ndalam', 'sempat', 'optimistis', 'ekonomi', 'digital', 'prediksi', 'dunia']",Positif
"['amerika', 'deal', 'inggris', 'bayar', 'negara', 'dollar', 'rupiah', 'rupiah', 'dollar', 'selamat', 'bangkrut']",Negatif
"['presiden', 'jokowi', 'mudah', 'investor', 'masuk', 'kurang', 'dampak', 'ancam', 'temponasional']",Negatif
"['berita', 'bagus', 'klw', 'landa', 'phk', 'massal', 'blm', 'presiden', 'nbuuahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahaha']",Positif
"['mendag', 'optimistis', 'digital', 'tumbuh']",Positif
"['ngeri', 'jokowi', 'global', 'jadi']",Positif
"['korsel', 'seks', 'sebab']",Positif
"['strategi', 'industri', 'digital', 'hadap', 'global', 'via']",Negatif
"['salah', 'kuat', 'tahan', 'banding', 'negara']",Positif
"['landa', 'phk', 'massal']",Positif
"['mendag', 'zulhas', 'optimistis', 'tumbuh', 'prediksi', 'global']",Positif
"['isu', 'muncul', 'bursa', 'asia', 'buka', 'bakar']",Positif
"['ancam', 'ditjen', 'pajak', 'fokus', 'pelotot', 'harta', 'crazy', 'rizh']",Positif
"['dunia', 'gelap']",Positif
"['mendag', 'optimis', 'tumbuh', 'lengkapcepatberitanya', 'uang', 'ekonomiindonesia']",Positif
"['ancam', 'dunia', 'tahun', 'aman', 'nmungkin', 'nikmat', 'nsalam', 'waras']",Positif
"['bofa', 'kira', 'paksa', 'fed', 'turun', 'suku', 'bunga']",Positif
"['hadap', 'ancam', 'global', 'kadin', 'kuat', 'umkm']",Positif
"['mendag', 'zulkifli', 'hasan', 'optimis', 'tumbuh', 'prediksi']",Positif
"['menteri', 'dagang', 'zulkifli', 'hasan', 'aku', 'optimistis', 'ekonomi', 'digital', 'tumbuh', 'prediksi', 'dunia', 'ajak', 'kolaborasi', 'jaga', 'kondisi', 'positif', 'cbisnis', 'digital']",Positif
"['global', 'ahli', 'dunia', 'bicara', 'sri', 'mulyani']",Positif
"['mendag', 'pede', 'tumbuh', 'positif', 'hantu']",Positif
"['zulhas', 'tumbuh', 'prediksi']",Positif
"['pasal', 'adi', 'aku', 'fokus', 'bantu', 'rakyat', 'sulit', 'pasca', 'pandemi', 'hadap', 'dunia']",Positif
"['makasih', 'kak', 'kontribusi', 'tahan', 'sulit']",Positif
"['hantu', 'zulhas', 'optimistis', 'tumbuh']",Positif
"['npertama', 'flashback', 'konklusi', 'tumbuh', 'ekonomi', 'kuat', 'nresesi', 'tumbuh', 'minus', 'udah']",Positif
"['giat', 'salah', 'program', 'kerja', 'genbi', 'goes', 'campus', 'tuju', 'informasi', 'nterkait', 'beasiswa', 'bank', 'komunitas', 'genbi', 'paham', 'mahasiswa', 'kait', 'nresesi', 'literasi', 'uang', 'cinta', 'bangga', 'paham', 'rupiah']",Positif
"['mendag', 'zulkifli', 'hasan', 'optimis', 'tumbuh', 'prediksi', 'via']",Positif
"['zulhas', 'digital', 'tumbuh', 'hantu']",Positif
"['global', 'kambing', 'hitam', 'bisnis']",Positif
['kebal'],Positif
"['xab', 'npanik', 'nggak', 'panik', 'nggak', 'strategi', 'nsebenarnya', 'laku', 'hadap', 'nmau', 'jawab', 'simak', 'lengkap', 'link']",Positif
"['legacy', 'cemerlang', 'presiden', 'jokowi', 'tumbuh', 'ekonomi', 'tengah', 'hantam', 'kondisi', 'global', 'nbismillah', 'stafsus', 'menteri', 'bumn']",Positif
"['kemaren', 'ndak', 'dampak', 'lmaaoo']",Negatif
"['why', 'financial', 'management', 'important', 'cbagaimana', 'kelola', 'uang', 'hadap', 'nlink', 'daftar', 'key', 'for', 'akeyodia', 'kikysaputri', 'tempur', 'dayak', 'fitritropica', 'webinarfree']",Positif
"['jamin', 'aman', 'ancam', 'indonesiatanparesesi', 'ekonomiindonesia']",Negatif
"['samsullbahr', 'hebat', 'tumbuh', 'global']",Negatif
"['dunia', 'ancam', 'alami', 'reflasi', 'kondisi', 'serta', 'tingkat', 'inflasi', 'sanggup', 'selamat', 'nsaksikan', 'economicchallengesmetrotv', 'episode', 'was', 'was', 'dampak', 'reflasi', 'selasa', 'wib']",Positif
"['prediksi', 'dampak', 'laku', 'industri', 'otomotif']",Positif
"['video', 'jurus', 'siap', 'dana', 'darurat', 'hadap']",Positif
"['aman', 'ancam', 'indonesiatanparesesi', 'ekonomiindonesia']",Positif
"['umkm', 'rakyat', 'angkat', 'bantu', 'ekonomi', 'negara', 'bebas', 'kinerjabriq']",Positif
"['udah', 'hemat', 'takut']",Positif
"['aman', 'ancam', 'indonesiatanparesesi', 'ekonomiindonesia']",Positif
"['status', 'karyawannya', 'kontrak', 'alas', 'usaha', 'portfolio', 'bisnis', 'nggak', 'stabil', 'kantor', 'skrg', 'takut', 'cut', 'off', 'pindah', 'tawar', 'gaji', 'lumayan']",Negatif
"['xef', 'xbc', 'xaa', 'xaa', 'npresident', 'nekonomi', 'xae', 'tumbuh', 'global', 'bersamaperkuatnkri', 'bersamaperkuatnkri']",Negatif
"['ancam', 'serius', 'percepatanekonomimaju', 'jokowihebat']",Positif
"['xef', 'xbc', 'xaa', 'xaa', 'npresident', 'negara', 'xae', 'tumbuh', 'bersamaperkuatnkri', 'bersamaperkuatnkri']",Negatif
"['penasaran', 'umkm', 'selamat', 'hadap', 'nuntuk', 'jawab', 'langsung', 'cek', 'postingan', 'resesiglobal', 'resesiekonomi', 'ekonomiglobal', 'umkm', 'kontrakhukum', 'legal', 'hukum', 'legalitas']",Negatif
"['prediksi', 'muka', 'muncul', 'gejala', 'radikalisme', 'terorisme', 'susul', 'dunia', 'prediksi', 'picu', 'mang', 'bijak', 'tingkat', 'waspada', 'nselengkapnya']",Negatif
"['video', 'mata', 'yuk', 'cek', 'kantong']",Positif
"['optimis', 'aman', 'ancam', 'hargabahanpokok', 'bahanpokokstabil', 'stockbahanpokok', 'bbmterkendali']",Positif
"['eur', 'usd', 'ekspos', 'zona', 'euro', 'hadap', 'pidato', 'the', 'fed', 'powell', 'fokus', 'eurusd', 'fed', 'ecb', 'seo', 'inflation']",Positif
"['optimisme', 'sektor', 'pariwisata', 'tumbuh', 'bayang', 'bayang', 'global', 'wisatawan', 'domestik', 'tembus', 'juta', 'orang', 'rekor', 'tinggi', 'pandemi']",Negatif
"['bersamaperkuatnkri', 'npresiden', 'negara', 'tumbuh']",Positif
"['perekonomianindonesia', 'npengelolaan', 'anggar', 'jauh', 'resiko', 'kemenkeu', 'inflasi']",Positif
"['optimistis', 'sektor', 'pariwisata', 'tumbuh', 'bayang', 'bayang', 'global']",Positif
"['presiden', 'negara', 'tumbuh', 'bersamaperkuatnkri']",Positif
"['tumbuh', 'nsaat', 'global', 'bersamaperkuatnkri']",Positif
"['hutang', 'sulit', 'deh', 'nilustrasi', 'dapet', 'update', 'kini', 'utang', 'negeri', 'tekan', 'aman', 'nketaatan', 'bayar', 'pajak', 'mandiri', 'biaya', 'bangun']",Negatif
"['pascapandemi', 'hadap', 'tantang', 'ancam', 'akibat', 'krisis', 'global', 'kondisi', 'peran', 'merek', 'asli', 'harap', 'penuh', 'butuh', 'masyarakat', 'gerak', 'roda', 'tanah', 'air']",Positif
"['menkeuangan', 'negara', 'spt', 'jepang', 'amerika', 'maju', 'utang', 'utang', 'milik', 'bangsa', 'msh', 'dlm', 'taraf', 'aman', 'kendali', 'alami', 'krisis']",Positif
"['global', 'bank', 'ojk']",Negatif
"['jual', 'tiket', 'early', 'bird', 'pestapora', 'september', 'udah', 'full', 'booked', 'anti']",Positif
"['seks', 'hantu', 'ancam', 'korea', 'selatan']",Positif
